Date,Open
20/01/2016,28.218
21/01/2016,28.679001
22/01/2016,29.436501
25/01/2016,29.8995
26/01/2016,30.172501
27/01/2016,30.099501
28/01/2016,30.418501
29/01/2016,28.599001
1/02/2016,28.907499
2/02/2016,28.5
3/02/2016,27.674999
4/02/2016,26.25
5/02/2016,26.464001
8/02/2016,24.3235
9/02/2016,23.900499
10/02/2016,24.587999
11/02/2016,24.5585
12/02/2016,25.535
16/02/2016,25.974001
17/02/2016,26.437
18/02/2016,27.0595
19/02/2016,26.0355
22/02/2016,27.110001
23/02/2016,27.7775
24/02/2016,27.2875
25/02/2016,27.775999
26/02/2016,28.006001
29/02/2016,27.700001
1/03/2016,27.814501
2/03/2016,29.0875
3/03/2016,28.898001
4/03/2016,29.053499
7/03/2016,28.677
8/03/2016,27.893499
9/03/2016,27.978001
10/03/2016,28.337
11/03/2016,28.3475
14/03/2016,28.35
15/03/2016,28.549999
16/03/2016,28.832001
17/03/2016,28.4755
18/03/2016,28.047001
21/03/2016,27.445499
22/03/2016,27.255501
23/03/2016,28.049999
24/03/2016,28.355499
28/03/2016,29.219999
29/03/2016,29.0075
30/03/2016,29.835501
31/03/2016,29.964001
1/04/2016,29.5245
4/04/2016,29.950001
5/04/2016,29.5385
6/04/2016,29.375999
7/04/2016,29.938
8/04/2016,29.716
11/04/2016,29.806999
12/04/2016,29.92
13/04/2016,30.384001
14/04/2016,30.7535
15/04/2016,31.096001
18/04/2016,31.2675
19/04/2016,31.857
20/04/2016,31.5
21/04/2016,31.549999
22/04/2016,31.223499
25/04/2016,30.8305
26/04/2016,31.3085
27/04/2016,30.59
28/04/2016,30.777
29/04/2016,33.299999
2/05/2016,33.195999
3/05/2016,33.868
4/05/2016,33.129501
5/05/2016,33.665501
6/05/2016,32.802502
9/05/2016,33.697498
10/05/2016,34.700001
11/05/2016,35.289501
12/05/2016,35.868999
13/05/2016,35.731998
16/05/2016,35.5065
17/05/2016,35.494999
18/05/2016,34.478001
19/05/2016,34.594002
20/05/2016,35.052502
23/05/2016,35.212502
24/05/2016,34.900501
25/05/2016,35.400002
26/05/2016,35.4165
27/05/2016,35.75
31/05/2016,35.616501
1/06/2016,36.044998
2/06/2016,36.0485
3/06/2016,36.337002
6/06/2016,36.325001
7/06/2016,36.494499
8/06/2016,36.32
9/06/2016,36.154999
10/06/2016,36.1175
13/06/2016,35.7005
14/06/2016,35.616501
15/06/2016,36.099998
16/06/2016,35.602501
17/06/2016,35.9095
20/06/2016,35.674999
21/06/2016,35.785999
22/06/2016,35.828999
23/06/2016,35.775002
24/06/2016,34.650002
27/06/2016,34.600498
28/06/2016,35
29/06/2016,35.787498
30/06/2016,35.860001
1/07/2016,35.866001
5/07/2016,36.139999
6/07/2016,36.2855
7/07/2016,36.966499
8/07/2016,37.007
11/07/2016,37.5
12/07/2016,37.842999
13/07/2016,37.338001
14/07/2016,37.443001
15/07/2016,37.327499
18/07/2016,36.774502
19/07/2016,36.625
20/07/2016,37.200001
21/07/2016,37.375
22/07/2016,37.3895
25/07/2016,37.327499
26/07/2016,37.135502
27/07/2016,36.898499
28/07/2016,37.299
29/07/2016,38.25
1/08/2016,37.9935
2/08/2016,38.190498
3/08/2016,37.853001
4/08/2016,37.685001
5/08/2016,38.240501
8/08/2016,38.3405
9/08/2016,38.369499
10/08/2016,38.490002
11/08/2016,38.497002
12/08/2016,38.423
15/08/2016,38.595001
16/08/2016,38.431
17/08/2016,38.220501
18/08/2016,38.200001
19/08/2016,38.095001
22/08/2016,37.875
23/08/2016,38.165501
24/08/2016,38.150002
25/08/2016,37.799999
26/08/2016,38.002499
29/08/2016,38.436001
30/08/2016,38.552502
31/08/2016,38.330002
1/09/2016,38.544998
2/09/2016,38.705502
6/09/2016,38.702
7/09/2016,39.476501
8/09/2016,39.1945
9/09/2016,38.967999
12/09/2016,37.8675
13/09/2016,38.438499
14/09/2016,38.110001
15/09/2016,38.099998
16/09/2016,38.664001
19/09/2016,38.998501
20/09/2016,38.799999
21/09/2016,39.162498
22/09/2016,39.713501
23/09/2016,40.156502
26/09/2016,40.09
27/09/2016,40.092499
28/09/2016,40.900002
29/09/2016,41.412998
30/09/2016,41.630501
3/10/2016,41.799999
4/10/2016,42.045502
5/10/2016,41.900002
6/10/2016,42.185001
7/10/2016,42.289501
10/10/2016,42.162498
11/10/2016,42.050999
12/10/2016,41.700001
13/10/2016,41.450001
14/10/2016,41.754002
17/10/2016,41.075001
18/10/2016,41.105499
19/10/2016,41.02
20/10/2016,40.699501
21/10/2016,40.467999
24/10/2016,41.247501
25/10/2016,41.965
26/10/2016,41.638
27/10/2016,41.562
28/10/2016,39.099998
31/10/2016,39.051498
1/11/2016,39.950001
2/11/2016,39.196499
3/11/2016,38.252499
4/11/2016,38.1395
7/11/2016,38.582001
8/11/2016,39.248501
9/11/2016,38.200001
10/11/2016,38.940498
11/11/2016,36.786499
14/11/2016,37.275501
15/11/2016,36.5
16/11/2016,36.993999
17/11/2016,37.466
18/11/2016,38.049999
21/11/2016,38.299999
22/11/2016,39.408501
23/11/2016,39.086498
25/11/2016,39.325001
28/11/2016,38.849499
29/11/2016,38.400002
30/11/2016,38.099998
1/12/2016,37.620499
2/12/2016,37.169998
5/12/2016,37.25
6/12/2016,38.199501
7/12/2016,38.227501
8/12/2016,38.593498
9/12/2016,38.5
12/12/2016,38.32
13/12/2016,38.248001
14/12/2016,38.912498
15/12/2016,38.313999
16/12/2016,38.25
19/12/2016,37.9445
20/12/2016,38.432499
21/12/2016,38.5
22/12/2016,38.405998
23/12/2016,38.227501
27/12/2016,38.169998
28/12/2016,38.8125
29/12/2016,38.619999
30/12/2016,38.323502
3/01/2017,37.896
4/01/2017,37.919498
5/01/2017,38.077499
6/01/2017,39.118
9/01/2017,39.900002
10/01/2017,39.830002
11/01/2017,39.682999
12/01/2017,40.015499
13/01/2017,40.716
17/01/2017,40.785
18/01/2017,40.474998
19/01/2017,40.5
20/01/2017,40.764
23/01/2017,40.34
24/01/2017,41.099998
25/01/2017,41.289501
26/01/2017,41.776501
27/01/2017,41.950001
30/01/2017,41.650002
31/01/2017,41.1875
1/02/2017,41.460499
2/02/2017,41.829498
3/02/2017,40.335999
6/02/2017,40.490002
7/02/2017,40.4655
8/02/2017,40.634499
9/02/2017,41.080002
10/02/2017,41.191002
13/02/2017,41.581001
14/02/2017,41.849998
15/02/2017,41.700001
16/02/2017,42.091999
17/02/2017,42.099998
21/02/2017,42.442001
22/02/2017,42.8475
23/02/2017,42.878502
24/02/2017,42.234501
27/02/2017,42.118999
28/02/2017,42.572498
1/03/2017,42.6525
2/03/2017,42.653999
3/03/2017,42.360001
6/03/2017,42.261501
7/03/2017,42.273998
8/03/2017,42.400002
9/03/2017,42.549999
10/03/2017,42.849998
13/03/2017,42.588501
14/03/2017,42.677502
15/03/2017,42.716499
16/03/2017,42.764999
17/03/2017,42.6745
20/03/2017,42.5755
21/03/2017,42.942001
22/03/2017,42.0215
23/03/2017,42.41
24/03/2017,42.584
27/03/2017,41.9035
28/03/2017,42.587502
29/03/2017,42.952499
30/03/2017,43.747501
31/03/2017,43.849998
3/04/2017,44.400002
4/04/2017,44.575001
5/04/2017,45.541
6/04/2017,45.689999
7/04/2017,44.982498
10/04/2017,44.981499
11/04/2017,45.352001
12/04/2017,45.154499
13/04/2017,44.572498
17/04/2017,44.375
18/04/2017,45.0495
19/04/2017,45.391998
20/04/2017,44.985001
21/04/2017,45.133499
24/04/2017,45.433998
25/04/2017,45.352001
26/04/2017,45.514999
27/04/2017,45.719501
28/04/2017,47.441502
1/05/2017,46.389999
2/05/2017,47.3325
3/05/2017,47.299999
4/05/2017,47.237499
5/05/2017,47.026001
8/05/2017,47.047501
9/05/2017,47.639999
10/05/2017,47.674999
11/05/2017,47.255501
12/05/2017,47.724998
15/05/2017,47.936501
16/05/2017,48.049999
17/05/2017,47.735001
18/05/2017,47.240002
19/05/2017,48.141998
22/05/2017,48.200001
23/05/2017,48.750999
24/05/2017,48.799999
25/05/2017,49.2425
26/05/2017,49.75
30/05/2017,49.8255
31/05/2017,50
1/06/2017,49.929501
2/06/2017,49.949501
5/06/2017,50.3615
6/06/2017,50.599998
7/06/2017,50.297501
8/06/2017,50.603001
9/06/2017,50.625
12/06/2017,48.349998
13/06/2017,48.899502
14/06/2017,49.429501
15/06/2017,47.935001
16/06/2017,49.799999
19/06/2017,50.849998
20/06/2017,49.900002
21/06/2017,49.935001
22/06/2017,50.1115
23/06/2017,50.126999
26/06/2017,50.424999
27/06/2017,49.5345
28/06/2017,48.927502
29/06/2017,48.950001
30/06/2017,49.006001
3/07/2017,48.6395
5/07/2017,48.0765
6/07/2017,48.233002
7/07/2017,48.477501
10/07/2017,49.25
11/07/2017,49.650002
12/07/2017,50.032501
13/07/2017,50.230999
14/07/2017,50.119999
17/07/2017,50.234501
18/07/2017,50.299999
19/07/2017,51.25
20/07/2017,51.579498
21/07/2017,51.063999
24/07/2017,51.417
25/07/2017,51.9025
26/07/2017,52.16
27/07/2017,53.477501
28/07/2017,50.606998
31/07/2017,50.952499
1/08/2017,49.8055
2/08/2017,50.088501
3/08/2017,49.973499
4/08/2017,49.484001
7/08/2017,49.532501
8/08/2017,49.717499
9/08/2017,49.130001
10/08/2017,48.814999
11/08/2017,48
14/08/2017,48.920502
15/08/2017,49.445
16/08/2017,49.0825
17/08/2017,48.891998
18/08/2017,48.07
21/08/2017,47.878502
22/08/2017,47.776001
23/08/2017,47.969002
24/08/2017,47.870998
25/08/2017,47.799999
28/08/2017,47.327
29/08/2017,47
30/08/2017,47.922001
31/08/2017,48.735001
1/09/2017,49.209999
5/09/2017,48.77
6/09/2017,48.416
7/09/2017,48.700001
8/09/2017,48.955002
11/09/2017,48.723
12/09/2017,49.163502
13/09/2017,49.198502
14/09/2017,49.84
15/09/2017,49.650501
18/09/2017,49.52
19/09/2017,48.862499
20/09/2017,48.5895
21/09/2017,48.565498
22/09/2017,48.050499
25/09/2017,47.4655
26/09/2017,47.274502
27/09/2017,47.400002
28/09/2017,47.592999
29/09/2017,48.005501
2/10/2017,48.200001
3/10/2017,47.900002
4/10/2017,47.710499
5/10/2017,48.5
6/10/2017,48.782001
9/10/2017,49.661999
10/10/2017,49.8335
11/10/2017,49.563499
12/10/2017,49.8405
13/10/2017,50.349998
16/10/2017,50.422001
17/10/2017,50.279499
18/10/2017,50.463501
19/10/2017,49.5
20/10/2017,49.676498
23/10/2017,49.336498
24/10/2017,48.450001
25/10/2017,48.900002
26/10/2017,49.016499
27/10/2017,52.907001
30/10/2017,54.7505
31/10/2017,55.450001
1/11/2017,55.27
2/11/2017,54.890499
3/11/2017,54.557499
6/11/2017,55.4575
7/11/2017,56.237
8/11/2017,56.140999
9/11/2017,56.298
10/11/2017,56.305
13/11/2017,56.150002
14/11/2017,56.505501
15/11/2017,56.350498
16/11/2017,56.507999
17/11/2017,56.914001
20/11/2017,56.488499
21/11/2017,56.643002
22/11/2017,57.049999
24/11/2017,58.035
27/11/2017,60.132999
28/11/2017,60.243999
29/11/2017,59.740002
30/11/2017,58.355
1/12/2017,58.602501
4/12/2017,58.692501
5/12/2017,56.412998
6/12/2017,56.899502
7/12/2017,57.829498
8/12/2017,58.52
11/12/2017,58.23
12/12/2017,58.3255
13/12/2017,58.5
14/12/2017,58.185501
15/12/2017,58.9515
18/12/2017,59.3685
19/12/2017,59.4575
20/12/2017,59.525002
21/12/2017,58.794998
22/12/2017,58.604
26/12/2017,58.417999
27/12/2017,58.995499
28/12/2017,59.450001
29/12/2017,59.1175
2/01/2018,58.599998
3/01/2018,59.415001
4/01/2018,60.25
5/01/2018,60.8755
8/01/2018,61.799999
9/01/2018,62.845001
10/01/2018,62.2575
11/01/2018,62.987
12/01/2018,63.669498
16/01/2018,66.150002
17/01/2018,65.612
18/01/2018,64.697502
19/01/2018,65.599998
22/01/2018,64.858498
23/01/2018,66.904503
24/01/2018,68.740997
25/01/2018,68.400002
26/01/2018,69.600502
29/01/2018,70.459
30/01/2018,70.158501
31/01/2018,72.565002
1/02/2018,72.25
2/02/2018,73.869499
5/02/2018,70.130997
6/02/2018,68.072998
7/02/2018,72.449997
8/02/2018,71.484001
9/02/2018,68.6745
12/02/2018,68.233498
13/02/2018,69.296501
14/02/2018,70.3125
15/02/2018,73.344498
16/02/2018,72.8685
20/02/2018,72.324501
21/02/2018,74.25
22/02/2018,74.767998
23/02/2018,74.766998
26/02/2018,75.459999
27/02/2018,76.224998
28/02/2018,75.975502
1/03/2018,75.68
2/03/2018,73.455002
5/03/2018,74.711998
6/03/2018,76.660004
7/03/2018,76.325996
8/03/2018,77.5
9/03/2018,78.175003
12/03/2018,79.629997
13/03/2018,80.797997
14/03/2018,79.849998
15/03/2018,79.75
16/03/2018,79.172501
19/03/2018,77.726501
20/03/2018,77.516998
21/03/2018,79.322502
22/03/2018,78.273499
23/03/2018,76.9505
26/03/2018,76.5
27/03/2018,78.620003
28/03/2018,72.349998
29/03/2018,70.300003
2/04/2018,70.880997
3/04/2018,69.569
4/04/2018,67.912003
5/04/2018,72.099503
6/04/2018,71.498497
9/04/2018,71.251503
10/04/2018,71.599503
11/04/2018,71.972
12/04/2018,71.974998
13/04/2018,72.457001
16/04/2018,72.25
17/04/2018,73.114998
18/04/2018,75.732498
19/04/2018,77.161003
20/04/2018,78.059998
23/04/2018,77.334503
24/04/2018,76.790001
25/04/2018,72.900002
26/04/2018,74.250504
27/04/2018,81.7005
30/04/2018,79.125
1/05/2018,78.161003
2/05/2018,79.049004
3/05/2018,78.000504
4/05/2018,78.122498
7/05/2018,79.467003
8/05/2018,79.75
9/05/2018,80
10/05/2018,80.424004
11/05/2018,80.5495
14/05/2018,80.199997
15/05/2018,79.389999
16/05/2018,78.875
17/05/2018,79.028
18/05/2018,79.066498
21/05/2018,79.25
22/05/2018,79.494499
23/05/2018,78.552498
24/05/2018,79.901497
25/05/2018,80.150002
29/05/2018,80.0355
30/05/2018,80.904999
31/05/2018,81.150002
1/06/2018,81.851501
4/06/2018,82.445
5/06/2018,83.649498
6/06/2018,85.225502
7/06/2018,84.928001
8/06/2018,84.056
11/06/2018,84.0755
12/06/2018,84.650002
13/06/2018,85.140503
14/06/2018,85.674004
15/06/2018,85.699997
18/06/2018,85.313004
19/06/2018,85.452003
20/06/2018,87.125
21/06/2018,88
22/06/2018,87.130997
25/06/2018,85.125504
26/06/2018,83.6185
27/06/2018,85.405502
28/06/2018,83.626999
29/06/2018,85.849998
2/07/2018,84.135002
3/07/2018,86.197998
5/07/2018,85.268997
6/07/2018,84.800003
9/07/2018,86.202499
10/07/2018,86.926498
11/07/2018,86.899498
12/07/2018,88.225502
13/07/2018,90.196503
16/07/2018,91.097504
17/07/2018,90.578003
18/07/2018,92.400002
19/07/2018,91.473
20/07/2018,91.250504
23/07/2018,90.610497
24/07/2018,91.4505
25/07/2018,91.464996
26/07/2018,91.949997
27/07/2018,93.802498
30/07/2018,91.366501
31/07/2018,89.324501
1/08/2018,89.199997
2/08/2018,89.438499
3/08/2018,91.887001
6/08/2018,91.290497
7/08/2018,92.726501
8/08/2018,93.050003
9/08/2018,94.099998
10/08/2018,94.425499
13/08/2018,94.925003
14/08/2018,95.969498
15/08/2018,95.477501
16/08/2018,95.196999
17/08/2018,94.290001
20/08/2018,94.528503
21/08/2018,94
22/08/2018,93.832001
23/08/2018,95.358498
24/08/2018,95.525497
27/08/2018,95.75
28/08/2018,96.886497
29/08/2018,97.672501
30/08/2018,99.871002
31/08/2018,100.349998
4/09/2018,101.324997
5/09/2018,101.905502
6/09/2018,100.3255
7/09/2018,96.935501
10/09/2018,98.550003
11/09/2018,96.413498
12/09/2018,99.699997
13/09/2018,100
14/09/2018,99.6465
17/09/2018,97.736504
18/09/2018,95.932503
19/09/2018,97.025002
20/09/2018,96.929001
21/09/2018,97.710999
24/09/2018,95.189499
25/09/2018,97.144997
26/09/2018,98.425003
27/09/2018,99.662003
28/09/2018,100.220497
1/10/2018,101.099503
2/10/2018,99.999496
3/10/2018,99.084999
4/10/2018,97.449997
5/10/2018,95.899498
8/10/2018,93.699997
9/10/2018,92.999496
10/10/2018,92.894501
11/10/2018,86.199997
12/10/2018,90.400002
15/10/2018,89.75
16/10/2018,89.175003
17/10/2018,92.139503
18/10/2018,91.074501
19/10/2018,89.258003
22/10/2018,89.199997
23/10/2018,87.112
24/10/2018,88.684998
25/10/2018,85.167
26/10/2018,82.4795
29/10/2018,83
30/10/2018,74.307999
31/10/2018,78.499496
1/11/2018,81.176498
2/11/2018,83.929497
5/11/2018,82.878502
6/11/2018,80.917503
7/11/2018,83.650002
8/11/2018,87.75
9/11/2018,86.625
12/11/2018,84.912003
13/11/2018,82.4645
14/11/2018,82.816002
15/11/2018,79.050499
16/11/2018,79.375
19/11/2018,78.850502
20/11/2018,71.875
21/11/2018,77.149498
23/11/2018,75.849998
26/11/2018,76.949997
27/11/2018,78.7995
28/11/2018,80.695999
29/11/2018,83.749496
30/11/2018,83.974998
3/12/2018,88.473
4/12/2018,87.800003
6/12/2018,80.7435
7/12/2018,85.253502
10/12/2018,81.192001
11/12/2018,83.900002
12/12/2018,83.449997
13/12/2018,84
14/12/2018,81.900002
17/12/2018,78.300003
18/12/2018,77
19/12/2018,77.152496
20/12/2018,74.199997
21/12/2018,73.249496
24/12/2018,67.300003
26/12/2018,68.444504
27/12/2018,72.709999
28/12/2018,73.667503
31/12/2018,75.540001
2/01/2019,73.260002
3/01/2019,76.000504
4/01/2019,76.5
7/01/2019,80.115501
8/01/2019,83.234497
9/01/2019,82.649002
10/01/2019,82.050499
11/01/2019,82.027496
14/01/2019,80.75
15/01/2019,81.599998
16/01/2019,84.210999
17/01/2019,84
18/01/2019,85.599998
22/01/2019,84.050003
23/01/2019,82.800003
24/01/2019,82.053497
25/01/2019,83.525002
28/01/2019,82.179497
29/01/2019,81.563499
30/01/2019,81.150002
31/01/2019,84.642502
1/02/2019,81.944
4/02/2019,81.150002
5/02/2019,82.167
6/02/2019,83.537498
7/02/2019,81.25
8/02/2019,79.300003
11/02/2019,80.049004
12/02/2019,80.199997
13/02/2019,82.349998
14/02/2019,81.224998
15/02/2019,81.392998
19/02/2019,80.050003
20/02/2019,81.5
21/02/2019,80.9925
22/02/2019,81.175003
25/02/2019,82.072502
26/02/2019,81.299004
27/02/2019,81.408997
28/02/2019,81.762497
1/03/2019,82.7565
4/03/2019,84.25
5/03/2019,85.147499
6/03/2019,84.7985
7/03/2019,83.3685
8/03/2019,80.2005
11/03/2019,81.306
12/03/2019,83.449997
13/03/2019,84.150002
14/03/2019,84.559998
15/03/2019,85.150002
18/03/2019,85.635002
19/03/2019,87.675499
20/03/2019,88.497002
21/03/2019,89.813004
22/03/2019,90.508499
25/03/2019,87.889503
26/03/2019,89.650002
27/03/2019,89.206497
28/03/2019,88.5
29/03/2019,89.329002
1/04/2019,90.005501
2/04/2019,90.551003
3/04/2019,91.335999
4/04/2019,91.032501
5/04/2019,91.449997
8/04/2019,91.661499
9/04/2019,92.274498
10/04/2019,92.050003
11/04/2019,92.434998
12/04/2019,92.419998
15/04/2019,92.099998
16/04/2019,92.567497
17/04/2019,93.649498
18/04/2019,93.439499
22/04/2019,92.769997
23/04/2019,94.559998
24/04/2019,96.25
25/04/2019,95.849998
26/04/2019,96.449997
29/04/2019,97.449997
30/04/2019,96.504997
1/05/2019,96.654503
2/05/2019,95.666496
3/05/2019,97.449997
6/05/2019,95.899002
7/05/2019,96.999496
8/05/2019,95.943497
9/05/2019,95
10/05/2019,94.900002
13/05/2019,91.828003
14/05/2019,91.974998
15/05/2019,91.397499
16/05/2019,94.296997
17/05/2019,94.652496
20/05/2019,92.634499
21/05/2019,93.739502
22/05/2019,92.588997
23/05/2019,91.829498
24/05/2019,91.794502
28/05/2019,91.637497
29/05/2019,91.155998
30/05/2019,91.274498
31/05/2019,89.500504
3/06/2019,88.000504
4/06/2019,84.961998
5/06/2019,87.480003
6/06/2019,86.885498
7/06/2019,88.184998
10/06/2019,91.099998
11/06/2019,94.162498
12/06/2019,92.698997
13/06/2019,93.335999
14/06/2019,93.199997
17/06/2019,93.824997
18/06/2019,95.067497
19/06/2019,95.391998
20/06/2019,96.666496
21/06/2019,95.805
24/06/2019,95.633003
25/06/2019,95.592003
26/06/2019,94.624001
27/06/2019,95.099998
28/06/2019,95.455002
1/07/2019,96.149002
2/07/2019,95.969002
3/07/2019,96.794502
5/07/2019,96.43
8/07/2019,96.706001
9/07/2019,97.389999
10/07/2019,99.8255
11/07/2019,101.280998
12/07/2019,100.413498
15/07/2019,101.07
16/07/2019,100.528999
17/07/2019,100.352501
18/07/2019,99.000504
19/07/2019,99.560501
22/07/2019,98.556999
23/07/2019,99.7995
24/07/2019,98.464996
25/07/2019,100.050003
26/07/2019,97.099998
29/07/2019,96.5
30/07/2019,94.556
31/07/2019,94.905502
1/08/2019,93.585999
2/08/2019,92.253502
5/08/2019,88.511002
6/08/2019,89.611504
7/08/2019,88.699501
8/08/2019,90.300003
9/08/2019,91.447502
12/08/2019,89.7995
13/08/2019,89.150002
14/08/2019,89.650497
15/08/2019,89.099503
16/08/2019,89.644501
19/08/2019,90.903999
20/08/2019,90.724998
21/08/2019,90.969498
22/08/2019,91.400002
23/08/2019,89.651497
26/08/2019,88.345497
27/08/2019,88.786499
28/08/2019,87.75
29/08/2019,89.150002
30/08/2019,89.874496
3/09/2019,88.5
4/09/2019,90.25
5/09/2019,91.097504
6/09/2019,91.911003
9/09/2019,92.050003
10/09/2019,91.137497
11/09/2019,90.607002
12/09/2019,91.8815
13/09/2019,92.100502
16/09/2019,91.200996
17/09/2019,90.353996
18/09/2019,90.851997
19/09/2019,91.051003
